text,target,target_name,clean_text
"I am looking for a WINDOW 3.1 driver  for 
     Cornerstone  DualPage (Cornerstone Technology, Inc) 
video card. Does  anybody know, that has these?  Is there one?

Thanks for any info,

To~nis",0,comp.graphics,i am looking for a window driver for cornerstone dualpage cornerstone technology inc video card does anybody know that has these is there one thanks for any info to nis
"

   An addition to anti-discrimination laws which includes homo and bisexuality
? One would assume it would be because politicians were listening to the people
coming up with rational arguments rather than variations on bigotry. Logic
sometimes prevails.
   BTW, glad to see that you've admitted sexual attraction to children is a
seperate sexual orientation. Didn't think you had that much honesty.
",3,talk.politics.misc,an addition to anti discrimination laws which includes homo and bisexuality one would assume it would be because politicians were listening to the people coming up with rational arguments rather than variations on bigotry logic sometimes prevails btw glad to see that you ve admitted sexual attraction to children is a seperate sexual orientation didn t think you had that much honesty
"From the article ""What's New"" Apr-16-93 in sci.physics.research:

........
WHAT'S NEW (in my opinion), Friday, 16 April 1993  Washington, DC

1. SPACE BILLBOARDS! IS THIS ONE THE ""SPINOFFS"" WE WERE PROMISED?
In 1950, science fiction writer Robert Heinlein published ""The
Man Who Sold the Moon,"" which involved a dispute over the sale of
rights to the Moon for use as billboard. NASA has taken the firsteps toward this
 hideous vision of the future.  Observers were
startled this spring when a NASA launch vehicle arrived at the
pad with ""SCHWARZENEGGER"" painted in huge block letters on the
side of the booster rockets.  Space Marketing Inc. had arranged
for the ad to promote Arnold's latest movie. Now, Space Marketing
is working with University of Colorado and Livermore engineers on
a plan to place a mile-long inflatable billboard in low-earth
orbit.  NASA would provide contractual launch services. However,
since NASA bases its charge on seriously flawed cost estimates
(WN 26 Mar 93) the taxpayers would bear most of the expense. This
may look like environmental vandalism, but Mike Lawson, CEO of
Space Marketing, told us yesterday that the real purpose of the
project is to help the environment! The platform will carry ozone
monitors he explained--advertising is just to help defray costs.
..........

What do you think of this revolting and hideous attempt to vandalize
the night sky? It is not even April 1 anymore.
What about light pollution in observations? (I read somewhere else that
it might even be visible during the day, leave alone at night).
Is NASA really supporting this junk?
Are protesting groups being organized in the States?
Really, really depressed.

             Enzo",2,sci.space,from the article what s new apr in sci physics research what s new in my opinion friday april washington dc space billboards is this one the spinoffs we were promised in science fiction writer robert heinlein published the man who sold the moon which involved a dispute over the sale of rights to the moon for use as billboard nasa has taken the firsteps toward this hideous vision of the future observers were startled this spring when a nasa launch vehicle arrived at the pad with schwarzenegger painted in huge block letters on the side of the booster rockets space marketing inc had arranged for the ad to promote arnold s latest movie now space marketing is working with university of colorado and livermore engineers on a plan to place a mile long inflatable billboard in low earth orbit nasa would provide contractual launch services however since nasa bases its charge on seriously flawed cost estimates wn mar the taxpayers would bear most of the expense this may look like environmental vandalism but mike lawson ceo of space marketing told us yesterday that the real purpose of the project is to help the environment the platform will carry ozone monitors he explained advertising is just to help defray costs what do you think of this revolting and hideous attempt to vandalize the night sky it is not even april anymore what about light pollution in observations i read somewhere else that it might even be visible during the day leave alone at night is nasa really supporting this junk are protesting groups being organized in the states really really depressed enzo
"I am looking for some graphic images of earth shot from space. 
( Preferably 24-bit color, but 256 color .gif's will do ).

Anyways, if anyone knows an FTP site where I can find these, I'd greatly
appreciate it if you could pass the information on.  Thanks.


( please send email ).


Ken Huisman",0,comp.graphics,i am looking for some graphic images of earth shot from space preferably bit color but color gif s will do anyways if anyone knows an ftp site where i can find these i d greatly appreciate it if you could pass the information on thanks please send email ken huisman
"
Confident, or merely crazed?  That desert sun :-)



Gee, I thought the X-15 was Cable controlled.  Didn't one of them have a
total electrical failure in flight?  Was there machanical backup systems?


What do you mean?  Overstress the wings,  and they fail at teh joints?

You'll have to enlighten us in the hinterlands.
",2,sci.space,confident or merely crazed that desert sun gee i thought the x was cable controlled didn t one of them have a total electrical failure in flight was there machanical backup systems what do you mean overstress the wings and they fail at teh joints you ll have to enlighten us in the hinterlands
"
This activity is regularly reported in Ron's interesting posts. Could
someone explain what the Command Loss Timer is?

Thanks, Alan",2,sci.space,this activity is regularly reported in ron s interesting posts could someone explain what the command loss timer is thanks alan
"Organization: ""A World of Information at your Fingertips""
Keywords: 



Craig,

You should still consider the Targa+. I run windows 3.1 on it all the
time at work and it works fine. I think all you need is the right
driver. ",0,comp.graphics,organization a world of information at your fingertips keywords craig you should still consider the targa i run windows on it all the time at work and it works fine i think all you need is the right driver
"thus

Curiously, in modern PostScript, the point in a polygon problem can
be solved even more easily.  To wit:

%!
%%Title: Point in Polygon
%%Creator: Allen B (ab@cc.purdue.edu)
%%For: the amusement of comp.graphics regulars
%%LanguageLevel: 2
%%DocumentNeededResource: humor sense thereof
%%EndComments

% This program will test whether a point is inside a given polygon.
% Currently it uses the even-odd rule, but that can be changed by
% replacing ineofill with infill.  These are Level 2 operators,
% so if you've only got Level 1 you're out of luck.
%
% The result will be printed on the output stream.
%
% Caution: only accurate to device pixels!
% Put a huge scale in first if you aren't sure.

% Point to test
% PUT X AND Y COORDINATES HERE

50 75

% Vertices of polygon in counter-clockwise order
% PUT ARRAY OF PAIRS OF COORDINATES HERE
[
[   0   0 ]
[ 100   0 ]
[ 100 100 ]
[  67 100 ]
[  67  50 ]
[  33  50 ]
[  33 100 ]
[   0 100 ]
]",0,comp.graphics,thus curiously in modern postscript the point in a polygon problem can be solved even more easily to wit title point in polygon creator allen b for the amusement of comp graphics regulars languagelevel documentneededresource humor sense thereof endcomments this program will test whether a point is inside a given polygon currently it uses the even odd rule but that can be changed by replacing ineofill with infill these are level operators so if you ve only got level you re out of luck the result will be printed on the output stream caution only accurate to device pixels put a huge scale in first if you aren t sure point to test put x and y coordinates here vertices of polygon in counter clockwise order put array of pairs of coordinates here
"
If Comet Shoemaker-Levy 1993e is in Jovian orbit, and if the comet
is still hanging around when Galileo arrives, then I'm sure it will
be added to the list of targets.  We'll have by then over two years
of Earth-based observations to help narrow down the positions of the
pieces of the comet. It probably won't be too much different than
what was done with Gaspra.


Galileo did not image Toutatis.  That came from Earth-based radar.",2,sci.space,if comet shoemaker levy e is in jovian orbit and if the comet is still hanging around when galileo arrives then i m sure it will be added to the list of targets we ll have by then over two years of earth based observations to help narrow down the positions of the pieces of the comet it probably won t be too much different than what was done with gaspra galileo did not image toutatis that came from earth based radar
": 
: > [...]  You're not breathing clean air provided by government
: > regulations, [...]
: 
: If this doesn't beat all I ever heard!  The above certainly says a
: mouthful about the mindset of Ted Frank, and also of statists
: everywhere.
: --

Yes, there's certainly no need to argue with him, or address the
substance of what he says- he's a statist, after all.  Probably 
politically correct, too...                           ",3,talk.politics.misc,you re not breathing clean air provided by government regulations if this doesn t beat all i ever heard the above certainly says a mouthful about the mindset of ted frank and also of statists everywhere yes there s certainly no need to argue with him or address the substance of what he says he s a statist after all probably politically correct too
"
OK, I don't use CView anymore, but I saw that no one had explaind this
""bug"" in the thread, so here goes:

It is NOT the fault of CView.  It is DOS!  If you leave a file open on a
floppy drive, then change the disk and do something which updates or closes
that file, you have a good chance of getting part of the directory and FAT
from the other disk written to the new disk.  This has always been true,
and has destroyed data under other programs, not just CView.

The only thing CView can do to improve the situation is to try not to leave
files open unless it's actively using them (ie, reading and decoding).
",0,comp.graphics,ok i don t use cview anymore but i saw that no one had explaind this bug in the thread so here goes it is not the fault of cview it is dos if you leave a file open on a floppy drive then change the disk and do something which updates or closes that file you have a good chance of getting part of the directory and fat from the other disk written to the new disk this has always been true and has destroyed data under other programs not just cview the only thing cview can do to improve the situation is to try not to leave files open unless it s actively using them ie reading and decoding
"
Wasn't there a ""plain"" flavor too?  They looked more like some
kind of extruded industrial product than food -- perfectly
smooth cylinders with perfectly smooth ends.  Kinda scary.


An other post described it as like a ""microwaved Tootsie Roll"" --
which captures the texture pretty well.  As for taste, they were
like candy, only not very sweet -- does that make sense? I recall
liking them for their texture, not taste. I guess I have well
developed texture buds.


It was obligatory to eat a few while watching ""Captain Scarlet"".
Does anybody else remember _that_, as long as we're off the
topic of space?

Shag

-- ",2,sci.space,wasn t there a plain flavor too they looked more like some kind of extruded industrial product than food perfectly smooth cylinders with perfectly smooth ends kinda scary an other post described it as like a microwaved tootsie roll which captures the texture pretty well as for taste they were like candy only not very sweet does that make sense i recall liking them for their texture not taste i guess i have well developed texture buds it was obligatory to eat a few while watching captain scarlet does anybody else remember that as long as we re off the topic of space shag
"Seems that the Mile-Long Billboard and any other inflateble space
object/station or what ever have the same problems. (other than being a little
bit different than the ""normal"" space ideas, such as trusses and shuttles)

But also dag and such.. Why not combine the discussion of how and fesibility to
the same topic?

I personnelly liek the idea of a billboard in space. But problem. How do you
service it? fly a shuttle/DC-1 to near it and then dismount and ""fly"" to it?
Or what?? or havign a special docking section for shuttle/DC-1 docking?

Also what if the billboard springs a leak? Self sealing and such??


Just thinking (okay rambling)..

Also why must the now inflated billboard, not be covered in the inside by a
harder substance (such as a polymer or other agent) and then the now ""hard""
billboard would be a now giant docking structure/space dock/station??",2,sci.space,seems that the mile long billboard and any other inflateble space object station or what ever have the same problems other than being a little bit different than the normal space ideas such as trusses and shuttles but also dag and such why not combine the discussion of how and fesibility to the same topic i personnelly liek the idea of a billboard in space but problem how do you service it fly a shuttle dc to near it and then dismount and fly to it or what or havign a special docking section for shuttle dc docking also what if the billboard springs a leak self sealing and such just thinking okay rambling also why must the now inflated billboard not be covered in the inside by a harder substance such as a polymer or other agent and then the now hard billboard would be a now giant docking structure space dock station
"
I've had exactly the same problems in Aldus Freehand.  I think autotracing
is one of those ""features"" that barely works, but everybody feels compelled
to throw it in because the other guys are doing it.  :)


",0,comp.graphics,i ve had exactly the same problems in aldus freehand i think autotracing is one of those features that barely works but everybody feels compelled to throw it in because the other guys are doing it
": You should be ashamed to call yourself an Ulf Samuelson fan. Anybody who plays
: the way he does, does not belong in the NHL. There have been cheap shot artists
: through the history of the game, but a lot of them have been talanted players.
: Bobby Clarke, Kenny Linsemen, Pie McKenzie, Chris Chelios etc.. but nobody has been
: out right as dirty a cheapshot coward as Ulf. Violence in hockey has got to be curbed
: and players like (Should have been a Women) Samuelson don't belong. When players
: like Ulf, who's main purpose is to injure the better players in the league is allowed
: to continue, and the league won't stop it, the players should. A Christian Pro 1000
: aluminum stick directed at his ugly head should do the trick nicely. If the Bruins get
: a chance to meet Pittsburgh in the near future, you can bet Neely will have his day.
: The sight of watching Ulf turtle up like the coward he is, is worth almost as much as a
: Stanely Cup. This wimp of a player almost ruined the career of one the best right wingers
: in the game. If you are to remove Ulf Samuelson from the lineup, the Penguins would not
: even notice he's gone. He's an eyesore on the game of hockey.


: Rich


Thank you for your extremely lucid and well thought out observation.
Now when you get back on your medication, please let us know how you
are feeling. 
Thank you,",1,rec.sport.hockey,you should be ashamed to call yourself an ulf samuelson fan anybody who plays the way he does does not belong in the nhl there have been cheap shot artists through the history of the game but a lot of them have been talanted players bobby clarke kenny linsemen pie mckenzie chris chelios etc but nobody has been out right as dirty a cheapshot coward as ulf violence in hockey has got to be curbed and players like should have been a women samuelson don t belong when players like ulf who s main purpose is to injure the better players in the league is allowed to continue and the league won t stop it the players should a christian pro aluminum stick directed at his ugly head should do the trick nicely if the bruins get a chance to meet pittsburgh in the near future you can bet neely will have his day the sight of watching ulf turtle up like the coward he is is worth almost as much as a stanely cup this wimp of a player almost ruined the career of one the best right wingers in the game if you are to remove ulf samuelson from the lineup the penguins would not even notice he s gone he s an eyesore on the game of hockey rich thank you for your extremely lucid and well thought out observation now when you get back on your medication please let us know how you are feeling thank you
"Just how much power does the House of Lords have now? 

------------------------------------------------------------------------------
""Who said anything about panicking?"" snapped Authur.           Garrett Johnson
""This is still just culture shock. You wait till I've       Garrett@Ingres.com
settled into the situation and found my bearings.
THEN I'll start panicking!"" - Douglas Adams  ",3,talk.politics.misc,just how much power does the house of lords have now who said anything about panicking snapped authur garrett johnson this is still just culture shock you wait till i ve settled into the situation and found my bearings then i ll start panicking douglas adams
"
Some survey conducted by the U.S. government and some group (I don't know 
which) did what they were calling on all the news shows this morning, ""The most
comprehensive survey of sexuality in the past 50 years"".  Not an exact quote, 
but you get the idea.

This low percentage is merely one more in a ton of evidence disproving the 10% 
theory.",3,talk.politics.misc,some survey conducted by the u s government and some group i don t know which did what they were calling on all the news shows this morning the most comprehensive survey of sexuality in the past years not an exact quote but you get the idea this low percentage is merely one more in a ton of evidence disproving the theory
"
Re Eric: True, but fortunately we didn't get to find out what they would be
like without Recchi for 30 games.

Soderstrom: Absolutely. 4 shutouts in 39 games for a rookie without a lot
of defense in front of him. Runnerups to Galley and Fedyk who are scoring
a ton over their career best. But Galley thinks he's Paul Coffey (puts scoring
ahead of defending) and Fedyk has tailed off big time.

Eklund: Was a big question mark this year and was coming off injuries. 42
points in 49 games is not bad at all, and recently he's been a huge factor
in the wins they've gotten. Eklund has never had a point a game season in
his career, his production is very typical for him. How does he qualify as
a disappointment? If anything he's a surprise.

My choice would be Roussel if I went strictly by what was expected of players,
but I never thought that he had what it takes to be a #1 goalie. My biggest
disappointment is Bill Dineen. I thought that he was going to be the perfect
coach for this young team, instead he's made too many bad moves and IMHO
has cost them enough games to keep them out of the playoffs this year. Any
coach that thinks putting Eric Lindros at the point on power plays is a
bright idea needs to go back to coaching school.",1,rec.sport.hockey,re eric true but fortunately we didn t get to find out what they would be like without recchi for games soderstrom absolutely shutouts in games for a rookie without a lot of defense in front of him runnerups to galley and fedyk who are scoring a ton over their career best but galley thinks he s paul coffey puts scoring ahead of defending and fedyk has tailed off big time eklund was a big question mark this year and was coming off injuries points in games is not bad at all and recently he s been a huge factor in the wins they ve gotten eklund has never had a point a game season in his career his production is very typical for him how does he qualify as a disappointment if anything he s a surprise my choice would be roussel if i went strictly by what was expected of players but i never thought that he had what it takes to be a goalie my biggest disappointment is bill dineen i thought that he was going to be the perfect coach for this young team instead he s made too many bad moves and imho has cost them enough games to keep them out of the playoffs this year any coach that thinks putting eric lindros at the point on power plays is a bright idea needs to go back to coaching school
"I saw this subject and all I could think of was a parade at Wrigley Field
in Chicago.

Or maybe it's just me. 

:)


-- 
Marc Cooper - Graphics Programmer - Sverdrup Tech.| ""As a child, I WAS an 
fsmarc@lerc.nasa.gov                              |       imaginary playmate.""
NASA Lewis Research Center  MS 5-11               |                        
21000 Brookpark Dr.                               | Tom Robbins
Cleveland, OH  44135               (216) 433-8898 | Even Cowgirls Get the Blues",0,comp.graphics,i saw this subject and all i could think of was a parade at wrigley field in chicago or maybe it s just me marc cooper graphics programmer sverdrup tech as a child i was an imaginary playmate nasa lewis research center ms brookpark dr tom robbins cleveland oh even cowgirls get the blues
"

I didn't see any smilies in this message so.......

                W     T    L    PTs
   Team A      50    30    4    104
   Team B      52    32    0    104


There you go.  Two teams that tie in points without identical records.

",1,rec.sport.hockey,i didn t see any smilies in this message so w t l pts team a team b there you go two teams that tie in points without identical records
"
Since our doctors are private and the ""system"" is just an insurance
plan, litigation would not involve the insurance fund.  Our lawyers
do not work on contingency, so that if you were to sue for malpractice
then you'd better be sure of winning to cover your fees ... likewise,
if you were a doctor and subject of a suit, it's time to sweat.


A few weeks ago, the president of the Canadian MA wrote a letter to
the NYT to decry a lobbyist's advert repeating the same old trash.
This is significant because the AMA and the CMA are interlinked
organizations and he would not have done it without the approval 
of his AMA cronies.


It serves the same purpose as the Bethesda Naval Hospital ... since
not all hospitals can provide everything, maybe they have some stuff
that others don't?  (Ottawa's population is only a quarter million,
if you include the surrounding counties.)


People of influence will get their way in any system, American or
European.  It's the ""Golden Rule"" - he who has the gold makes the
rules. (-;

As for annual budgets, those are actually annual grants for facilities
(e.g., mops, pans, etc.) given to hospitals of which most are private
nonprofit foundations (btw, I have no problem with having aggressive
for-profit hospitals like the French, who use our approach ... but in
the Paris region they have almost as many people as Canada does so
their market is much more diverse).  The rest has to be made up for
by billings from patients who use their services.


The GDP figures are combined public and private expenditures for total
outlay, and  are compiled use the same methods by the OECD that yield 
the 13-14% figure for the U.S.


How?  They are collecting premiums ... and I'm an advocate of having
copayments like the French do in their system in order to make it look
more like the real insurance that it is.  The private doctors and 
hospitals will still be there after the insurance (hypothically)
disappears, as they were there before it appeared.


For one thing, I think that Bob Rae is an idiot ...


Most of OHIP comes from separate premiums on your paycheck if you are
a player ...  he wants to spend our money on other things than the
health insurance.  Our high taxes are high for other spending but
health insurance, which is separate and optional, and it is being 
spent in a nonpartisan manner by every party. )-;

OHIP is just a health insurance plan; it does not provide any kind
of health care, that is up to you and your private doctors.


Some of the companies providing extra insurance are subsidiaries of
American companies, and their parents provide full insurance down
here.  Regardless, all firms up north can easily turn on cable TV
to see how well the American firms are doing by being involved in
basic coverage.  The private firms are making too much money after
having gotten rid of basic coverage.  They run around patting them-
selves on the back for their own cooperation in providing extras 
for those people who ""deserve it"".


I agree ... they were in a win-win situation.  But right now, it seems
that they have won bigger, when you look at how full their coffers
are.  Friends from my sisters' MBA class were still being flown out
for job interviews individually with insurance firms in London, ON,
(Canada's insurance capitol a la Hartford) along with generous expense
privileges this year despite the ongoing post-recession blues.

gld",3,talk.politics.misc,since our doctors are private and the system is just an insurance plan litigation would not involve the insurance fund our lawyers do not work on contingency so that if you were to sue for malpractice then you d better be sure of winning to cover your fees likewise if you were a doctor and subject of a suit it s time to sweat a few weeks ago the president of the canadian ma wrote a letter to the nyt to decry a lobbyist s advert repeating the same old trash this is significant because the ama and the cma are interlinked organizations and he would not have done it without the approval of his ama cronies it serves the same purpose as the bethesda naval hospital since not all hospitals can provide everything maybe they have some stuff that others don t ottawa s population is only a quarter million if you include the surrounding counties people of influence will get their way in any system american or european it s the golden rule he who has the gold makes the rules as for annual budgets those are actually annual grants for facilities e g mops pans etc given to hospitals of which most are private nonprofit foundations btw i have no problem with having aggressive for profit hospitals like the french who use our approach but in the paris region they have almost as many people as canada does so their market is much more diverse the rest has to be made up for by billings from patients who use their services the gdp figures are combined public and private expenditures for total outlay and are compiled use the same methods by the oecd that yield the figure for the u s how they are collecting premiums and i m an advocate of having copayments like the french do in their system in order to make it look more like the real insurance that it is the private doctors and hospitals will still be there after the insurance hypothically disappears as they were there before it appeared for one thing i think that bob rae is an idiot most of ohip comes from separate premiums on your paycheck if you are a player he wants to spend our money on other things than the health insurance our high taxes are high for other spending but health insurance which is separate and optional and it is being spent in a nonpartisan manner by every party ohip is just a health insurance plan it does not provide any kind of health care that is up to you and your private doctors some of the companies providing extra insurance are subsidiaries of american companies and their parents provide full insurance down here regardless all firms up north can easily turn on cable tv to see how well the american firms are doing by being involved in basic coverage the private firms are making too much money after having gotten rid of basic coverage they run around patting them selves on the back for their own cooperation in providing extras for those people who deserve it i agree they were in a win win situation but right now it seems that they have won bigger when you look at how full their coffers are friends from my sisters mba class were still being flown out for job interviews individually with insurance firms in london on canada s insurance capitol a la hartford along with generous expense privileges this year despite the ongoing post recession blues gld
"

It is a long standing good luck Redwing's tradition to throw an octopus 
on the ice during a Stanley Cup game. They say it dates back to '52
at the Olympia when the Wings became the 1st team (I think) to sweep 
the cup in 8 games. A lot hardet to throw one from Joe Louis seats
than from the old Olympia balcony, though.",1,rec.sport.hockey,it is a long standing good luck redwing s tradition to throw an octopus on the ice during a stanley cup game they say it dates back to at the olympia when the wings became the st team i think to sweep the cup in games a lot hardet to throw one from joe louis seats than from the old olympia balcony though
": >
: >ATLANTIC DIVISION
: >	
: >	ST JOHN'S MAPLE LEAFS VS MONCTON HAWKS
: >	MONCTON HAWKS
: >See CD Islanders. Moncton is a very similar team to CDI. Low scoring,
: >defensive, good goaltending. John Leblanc and Stu Barnes are the only
: >noticable guns on the team. But the defense is top notch and 
: >Mike O'Neill is the most underrated goalie in the league.
: >

: Bri, as I have tried to tell you since 2 February, Michael O'Neill
: might be the most underrated goalie in the AHL, but he ISN'T in the
: AHL.  He's on the Winnipeg Jets' injury list, as he has been since
: his first NHL start against the Ottawa Senators.  He's out until
: next year after surgery to repair a shoulder separation.

: Stu Barnes might be an AHL gun for the Hawks, but he's now the third
: line center with the Jets, and has been since mid January or so.

Sorry, my memory is gone. I thought that O'Neill got sent back
down in February but I must have been given incorrect info. I guess
this says it all about Moncton because Barnes is still one of
their top 3 or so scorers even though he's been out since January.",1,rec.sport.hockey,atlantic division st john s maple leafs vs moncton hawks moncton hawks see cd islanders moncton is a very similar team to cdi low scoring defensive good goaltending john leblanc and stu barnes are the only noticable guns on the team but the defense is top notch and mike o neill is the most underrated goalie in the league bri as i have tried to tell you since february michael o neill might be the most underrated goalie in the ahl but he isn t in the ahl he s on the winnipeg jets injury list as he has been since his first nhl start against the ottawa senators he s out until next year after surgery to repair a shoulder separation stu barnes might be an ahl gun for the hawks but he s now the third line center with the jets and has been since mid january or so sorry my memory is gone i thought that o neill got sent back down in february but i must have been given incorrect info i guess this says it all about moncton because barnes is still one of their top or so scorers even though he s been out since january
"Greetings all.
	According to a FAQ I read, on 30 July 1992, Joshua C. Jensen posted an 
article on bitmap manipulation (specifically, scaling and perspective) to the 
newsgroup rec.games.programmer. (article 7716)
	The article included source code in Turbo Pascal with inline assembly 
language.

	I have been unable to find an archive for this newsgroup, or a current 
email address for Joshua C. Jensen.
	If anyone has the above details, or a copy of the code, could they 
please let me know.	Many thanks.
					Yours gratefully, etc.  Myles.
",0,comp.graphics,greetings all according to a faq i read on july joshua c jensen posted an article on bitmap manipulation specifically scaling and perspective to the newsgroup rec games programmer article the article included source code in turbo pascal with inline assembly language i have been unable to find an archive for this newsgroup or a current email address for joshua c jensen if anyone has the above details or a copy of the code could they please let me know many thanks yours gratefully etc myles
"An review of both the Mac and Windows versions in either PC Week or Info
World this week, said that the Windows version was considerably slower
than the Mac.  A more useful comparison would have been between PhotoStyler
and PhotoShop for Windows.  David

",0,comp.graphics,an review of both the mac and windows versions in either pc week or info world this week said that the windows version was considerably slower than the mac a more useful comparison would have been between photostyler and photoshop for windows david
"

OK, I should have said ""former"" enemy.  I was being sarcastic about what
interventionists want to do.


Could we back him without forcing others to back him at the point of a
gun?

Have you considered a non-interventionist policy?  If market reform does
happen, Russia will certainly get *private* capital at *private* risk to
help their economy.  They will even have incentive to do so for the same
reason.  If they don't reform, then our government will probably
consider them enemies anyway and rather spend money to hurt rather than help
them.

Then their's the ideological point.  We want to ""win"" Russia over to
our type of government -- a type where the rulers can rule without limit
over everyone's finances?




If a $1.6 billion gift was that important to our well being, couldn't it
be raised voluntarilly?  People already give over $100 billion a year to
charity.



It seems instead of gridlock on any scale, we have aid to Russia,
expensive space programs, national charity that doesn't help the poor,
and probably, studies of drunken goldfish.  I think *limited* government
is more key than how democratic it is.


That was an opinion, and libertarians are very big on free speech.


If you are pretty libertarian except on this one issue then you should
be VERY libertarian.  Consider it a compromise.  How much money would
your fellow Russia-aiders have to give to Russia if those you oppose
weren't using the same government machine to steal money from you
and your group for causes you don't support?


People have been saying that for hundreds of years.


All the more reason to depend on the free market which can more
efficiently process information, than to depend on rulers for decisions
on complex issues.


Roger Collins",3,talk.politics.misc,ok i should have said former enemy i was being sarcastic about what interventionists want to do could we back him without forcing others to back him at the point of a gun have you considered a non interventionist policy if market reform does happen russia will certainly get private capital at private risk to help their economy they will even have incentive to do so for the same reason if they don t reform then our government will probably consider them enemies anyway and rather spend money to hurt rather than help them then their s the ideological point we want to win russia over to our type of government a type where the rulers can rule without limit over everyone s finances if a billion gift was that important to our well being couldn t it be raised voluntarilly people already give over billion a year to charity it seems instead of gridlock on any scale we have aid to russia expensive space programs national charity that doesn t help the poor and probably studies of drunken goldfish i think limited government is more key than how democratic it is that was an opinion and libertarians are very big on free speech if you are pretty libertarian except on this one issue then you should be very libertarian consider it a compromise how much money would your fellow russia aiders have to give to russia if those you oppose weren t using the same government machine to steal money from you and your group for causes you don t support people have been saying that for hundreds of years all the more reason to depend on the free market which can more efficiently process information than to depend on rulers for decisions on complex issues roger collins
"

This is ok in my opinion as long as the stuff *returns to earth*.


If this turns out to be true, it's time to get seriously active in
terrorism. This is unbelievable! Who do those people think they are,
selling every bit that promises to make money? I guess we really
deserve being wiped out by uv radiation, folks. ""Stupidity wins"". I
guess that's true, and if only by pure numbers.

	Another depressed planetary citizen,
	hoover


",2,sci.space,this is ok in my opinion as long as the stuff returns to earth if this turns out to be true it s time to get seriously active in terrorism this is unbelievable who do those people think they are selling every bit that promises to make money i guess we really deserve being wiped out by uv radiation folks stupidity wins i guess that s true and if only by pure numbers another depressed planetary citizen hoover
"I was chaining around in the anonymous ftp world looking for 3D Studio
meshes and other interesting graphical stuff for the program, and found
a few files with the extension 3D2.  My 3DS v2.01 doesn't know this type
of file, so what are they?

And of course, the perennial... Where are some meshes, fli files, etc.
out there?   I would have thought that someone would have collected a few
and put them somewhere, but alas I am without this knowledge.

mucho appreciato",0,comp.graphics,i was chaining around in the anonymous ftp world looking for d studio meshes and other interesting graphical stuff for the program and found a few files with the extension d my ds v doesn t know this type of file so what are they and of course the perennial where are some meshes fli files etc out there i would have thought that someone would have collected a few and put them somewhere but alas i am without this knowledge mucho appreciato
"
I've seen a film of it, my memory may be faulty, but as I
remember it the vehicle was slightly over a meter long, with a
thick baseplate 30-40 cm in diameter. I think the narrative said
it was propelled by dynamite sticks. There were four detonations
within about 2 s, the second coming after about 2 m of flight in.
Max altitude seemed to be on the order of 50 m, but that is hard 
to judge.",2,sci.space,i ve seen a film of it my memory may be faulty but as i remember it the vehicle was slightly over a meter long with a thick baseplate cm in diameter i think the narrative said it was propelled by dynamite sticks there were four detonations within about s the second coming after about m of flight in max altitude seemed to be on the order of m but that is hard to judge
"
Portuguese launch complex??? Gosh.... Polish are for American in the 
same way as Portuguese are for Brazilians (I am from Brazil). There is 
a joke about the Portuguese Space Agency that wanted to send a 
Portuguese  astronaut to the surface of the Sun (if there is such a thing).
How did they solve all problems of sending a man to the surface of the 
Sun??? Simple... their astronauts travelled during the night...

 C.O.EGALON@LARC.NASA.GOV

C.O.Egalon@larc.nasa.gov",2,sci.space,portuguese launch complex gosh polish are for american in the same way as portuguese are for brazilians i am from brazil there is a joke about the portuguese space agency that wanted to send a portuguese astronaut to the surface of the sun if there is such a thing how did they solve all problems of sending a man to the surface of the sun simple their astronauts travelled during the night
"The new name is Florida Panthers.  
The panther is an endangered species, mostly located in the Everglades.
A couple of years ago, there were license plates made with Panthers on
them (part of the revenue were to go to some protection fund).

The name of the new President of the Panthers should be announced today.

As of yesterday's paper, Huizenga's new hockey team will take the ice at
the Miami Arena this fall.  The team has a guaranteed two-year lease with
the arena, with four one-year options that could run through 1999.

""It's not our choice"", James Blosser, a lawyer and Huizenga Aid said
about ruling out the arena as a long term option.  ""The NHL told us we 
can't stay there.  It's not economically feasible.""

One reason is because the Miami Heat basketball team controls skybox
and advertising revenue at the arena, reducing the hockey team's profit
potential.

The hockey team is attracting arena site proposals from Broward, Dade, 
and Palm Beach counties.

A leading site is vacant land near Joe Robbie Stadium, where residents
10 days ago agreed to drop their opposition to a hockey arena, ending
an eight-year battle of wills.

Compliments of the News/Sun-Sentinel.

Jim G.",1,rec.sport.hockey,the new name is florida panthers the panther is an endangered species mostly located in the everglades a couple of years ago there were license plates made with panthers on them part of the revenue were to go to some protection fund the name of the new president of the panthers should be announced today as of yesterday s paper huizenga s new hockey team will take the ice at the miami arena this fall the team has a guaranteed two year lease with the arena with four one year options that could run through it s not our choice james blosser a lawyer and huizenga aid said about ruling out the arena as a long term option the nhl told us we can t stay there it s not economically feasible one reason is because the miami heat basketball team controls skybox and advertising revenue at the arena reducing the hockey team s profit potential the hockey team is attracting arena site proposals from broward dade and palm beach counties a leading site is vacant land near joe robbie stadium where residents days ago agreed to drop their opposition to a hockey arena ending an eight year battle of wills compliments of the news sun sentinel jim g
